Area Name,Year,Month,Labor Force,Employment,Unemployment,Unemployment Rate,County,Region
"Los Angeles-Long Beach-Anaheim, CA MSA",2022,September,"6,600,577","6,327,530","273,047",4.1%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2022,October,"6,610,598","6,331,537","279,061",4.2%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2022,November,"6,622,991","6,336,468","286,523",4.3%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2022,December,"6,634,519","6,341,595","292,924",4.4%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,January,"6,643,243","6,346,004","297,239",4.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,February,"6,648,456","6,349,671","298,785",4.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,March,"6,650,978","6,352,426","298,552",4.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,April,"6,652,539","6,354,064","298,475",4.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,May,"6,655,101","6,354,814","300,287",4.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,June,"6,660,143","6,355,865","304,278",4.6%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,July,"6,667,235","6,356,947","310,288",4.7%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,August,"6,675,108","6,357,499","317,609",4.8%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,September,"6,682,519","6,358,052","324,467",4.9%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,October,"6,688,454","6,359,021","329,433",4.9%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,November,"6,692,770","6,360,628","332,142",5.0%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2023,December,"6,695,453","6,362,888","332,565",5.0%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,January,"6,697,093","6,365,604","331,489",4.9%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,February,"6,699,555","6,368,004","331,551",4.9%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,March,"6,704,966","6,369,648","335,318",5.0%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,April,"6,713,654","6,370,960","342,694",5.1%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,May,"6,725,773","6,373,295","352,478",5.2%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,June,"6,739,138","6,375,801","363,337",5.4%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,July,"6,750,559","6,377,187","373,372",5.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,August,"6,757,451","6,377,242","380,209",5.6%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,September,"6,758,492","6,375,688","382,804",5.7%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,October,"6,755,383","6,373,007","382,376",5.7%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,November,"6,751,505","6,371,216","380,289",5.6%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2024,December,"6,750,229","6,370,947","379,282",5.6%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2025,January,"6,744,395","6,372,949","371,446",5.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2025,February,"6,725,462","6,358,527","366,935",5.5%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2025,March,"6,706,656","6,346,596","360,060",5.4%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2025,April,"6,709,571","6,354,877","354,694",5.3%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2025,May,"6,708,171","6,355,662","352,509",5.3%,Unknown,Unknown
"Los Angeles-Long Beach-Anaheim, CA MSA",2025,June,"6,707,241","6,354,266","352,975",5.3%,Unknown,Unknown
"Merced, CA MSA",2015,January,"114,087","100,363","13,724",12.0%,Merced County,Central Valley
"Merced, CA MSA",2015,February,"113,999","100,453","13,546",11.9%,Merced County,Central Valley
"Merced, CA MSA",2015,March,"113,928","100,542","13,386",11.7%,Merced County,Central Valley
"Merced, CA MSA",2015,April,"113,931","100,689","13,242",11.6%,Merced County,Central Valley
"Merced, CA MSA",2015,May,"114,002","100,899","13,103",11.5%,Merced County,Central Valley
"Merced, CA MSA",2015,June,"114,132","101,151","12,981",11.4%,Merced County,Central Valley
"Merced, CA MSA",2015,July,"114,271","101,393","12,878",11.3%,Merced County,Central Valley
"Merced, CA MSA",2015,August,"114,361","101,568","12,793",11.2%,Merced County,Central Valley
"Merced, CA MSA",2015,September,"114,382","101,658","12,724",11.1%,Merced County,Central Valley
"Merced, CA MSA",2015,October,"114,322","101,648","12,674",11.1%,Merced County,Central Valley
"Merced, CA MSA",2015,November,"114,201","101,555","12,646",11.1%,Merced County,Central Valley
"Merced, CA MSA",2015,December,"114,058","101,442","12,616",11.1%,Merced County,Central Valley
"Merced, CA MSA",2016,January,"113,939","101,379","12,560",11.0%,Merced County,Central Valley
"Merced, CA MSA",2016,February,"113,875","101,393","12,482",11.0%,Merced County,Central Valley
"Merced, CA MSA",2016,March,"113,860","101,473","12,387",10.9%,Merced County,Central Valley
"Merced, CA MSA",2016,April,"113,880","101,591","12,289",10.8%,Merced County,Central Valley
"Merced, CA MSA",2016,May,"113,902","101,691","12,211",10.7%,Merced County,Central Valley
"Merced, CA MSA",2016,June,"113,912","101,771","12,141",10.7%,Merced County,Central Valley
"Merced, CA MSA",2016,July,"113,926","101,850","12,076",10.6%,Merced County,Central Valley
"Merced, CA MSA",2016,August,"113,922","101,899","12,023",10.6%,Merced County,Central Valley
"Merced, CA MSA",2016,September,"113,880","101,903","11,977",10.5%,Merced County,Central Valley
"Merced, CA MSA",2016,October,"113,853","101,917","11,936",10.5%,Merced County,Central Valley
"Merced, CA MSA",2016,November,"113,902","102,024","11,878",10.4%,Merced County,Central Valley
"Merced, CA MSA",2016,December,"114,063","102,268","11,795",10.3%,Merced County,Central Valley
"Merced, CA MSA",2017,January,"114,333","102,647","11,686",10.2%,Merced County,Central Valley
"Merced, CA MSA",2017,February,"114,645","103,097","11,548",10.1%,Merced County,Central Valley
"Merced, CA MSA",2017,March,"114,903","103,511","11,392",9.9%,Merced County,Central Valley
"Merced, CA MSA",2017,April,"115,048","103,814","11,234",9.8%,Merced County,Central Valley
"Merced, CA MSA",2017,May,"115,076","103,998","11,078",9.6%,Merced County,Central Valley
"Merced, CA MSA",2017,June,"114,987","104,057","10,930",9.5%,Merced County,Central Valley
"Merced, CA MSA",2017,July,"114,849","104,055","10,794",9.4%,Merced County,Central Valley
"Merced, CA MSA",2017,August,"114,744","104,093","10,651",9.3%,Merced County,Central Valley
"Merced, CA MSA",2017,September,"114,694","104,198","10,496",9.2%,Merced County,Central Valley
"Merced, CA MSA",2017,October,"114,664","104,340","10,324",9.0%,Merced County,Central Valley
"Merced, CA MSA",2017,November,"114,620","104,464","10,156",8.9%,Merced County,Central Valley
"Merced, CA MSA",2017,December,"114,575","104,563","10,012",8.7%,Merced County,Central Valley
"Merced, CA MSA",2018,January,"114,554","104,646","9,908",8.6%,Merced County,Central Valley
"Merced, CA MSA",2018,February,"114,588","104,739","9,849",8.6%,Merced County,Central Valley
"Merced, CA MSA",2018,March,"114,668","104,849","9,819",8.6%,Merced County,Central Valley
"Merced, CA MSA",2018,April,"114,728","104,934","9,794",8.5%,Merced County,Central Valley
"Merced, CA MSA",2018,May,"114,748","104,979","9,769",8.5%,Merced County,Central Valley
"Merced, CA MSA",2018,June,"114,739","105,005","9,734",8.5%,Merced County,Central Valley
"Merced, CA MSA",2018,July,"114,701","105,021","9,680",8.4%,Merced County,Central Valley
"Merced, CA MSA",2018,August,"114,698","105,071","9,627",8.4%,Merced County,Central Valley
"Merced, CA MSA",2018,September,"114,812","105,218","9,594",8.4%,Merced County,Central Valley
"Merced, CA MSA",2018,October,"115,052","105,471","9,581",8.3%,Merced County,Central Valley
"Merced, CA MSA",2018,November,"115,395","105,807","9,588",8.3%,Merced County,Central Valley
"Merced, CA MSA",2018,December,"115,780","106,184","9,596",8.3%,Merced County,Central Valley
"Merced, CA MSA",2019,January,"116,111","106,521","9,590",8.3%,Merced County,Central Valley
"Merced, CA MSA",2019,February,"116,296","106,731","9,565",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,March,"116,305","106,767","9,538",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,April,"116,157","106,641","9,516",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,May,"115,912","106,412","9,500",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,June,"115,694","106,198","9,496",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,July,"115,616","106,118","9,498",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,August,"115,707","106,218","9,489",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,September,"115,965","106,506","9,459",8.2%,Merced County,Central Valley
"Merced, CA MSA",2019,October,"116,303","106,893","9,410",8.1%,Merced County,Central Valley
"Merced, CA MSA",2019,November,"116,555","107,213","9,342",8.0%,Merced County,Central Valley
"Merced, CA MSA",2019,December,"116,619","107,344","9,275",8.0%,Merced County,Central Valley
"Merced, CA MSA",2020,January,"116,489","107,299","9,190",7.9%,Merced County,Central Valley
"Merced, CA MSA",2020,February,"116,211","107,143","9,068",7.8%,Merced County,Central Valley
"Merced, CA MSA",2020,March,"121,379","106,996","14,383",11.8%,Merced County,Central Valley
"Merced, CA MSA",2020,April,"119,552","98,712","20,840",17.4%,Merced County,Central Valley
"Merced, CA MSA",2020,May,"114,713","96,158","18,555",16.2%,Merced County,Central Valley
"Merced, CA MSA",2020,June,"116,062","99,199","16,863",14.5%,Merced County,Central Valley
"Merced, CA MSA",2020,July,"115,120","99,501","15,619",13.6%,Merced County,Central Valley
"Merced, CA MSA",2020,August,"114,487","99,773","14,714",12.9%,Merced County,Central Valley
"Merced, CA MSA",2020,September,"114,044","99,988","14,056",12.3%,Merced County,Central Valley
"Merced, CA MSA",2020,October,"113,734","100,166","13,568",11.9%,Merced County,Central Valley
"Merced, CA MSA",2020,November,"113,573","100,376","13,197",11.6%,Merced County,Central Valley
"Merced, CA MSA",2020,December,"113,554","100,650","12,904",11.4%,Merced County,Central Valley
"Merced, CA MSA",2021,January,"113,673","100,984","12,689",11.2%,Merced County,Central Valley
"Merced, CA MSA",2021,February,"113,901","101,347","12,554",11.0%,Merced County,Central Valley
"Merced, CA MSA",2021,March,"114,166","101,693","12,473",10.9%,Merced County,Central Valley
"Merced, CA MSA",2021,April,"114,374","101,959","12,415",10.9%,Merced County,Central Valley
"Merced, CA MSA",2021,May,"114,529","102,198","12,331",10.8%,Merced County,Central Valley
"Merced, CA MSA",2021,June,"114,683","102,486","12,197",10.6%,Merced County,Central Valley
"Merced, CA MSA",2021,July,"114,817","102,852","11,965",10.4%,Merced County,Central Valley
"Merced, CA MSA",2021,August,"114,908","103,270","11,638",10.1%,Merced County,Central Valley
"Merced, CA MSA",2021,September,"114,975","103,718","11,257",9.8%,Merced County,Central Valley
"Merced, CA MSA",2021,October,"115,052","104,206","10,846",9.4%,Merced County,Central Valley
"Merced, CA MSA",2021,November,"115,120","104,689","10,431",9.1%,Merced County,Central Valley
"Merced, CA MSA",2021,December,"115,133","105,097","10,036",8.7%,Merced County,Central Valley
"Merced, CA MSA",2022,January,"115,076","105,398","9,678",8.4%,Merced County,Central Valley
"Merced, CA MSA",2022,February,"115,021","105,650","9,371",8.1%,Merced County,Central Valley
"Merced, CA MSA",2022,March,"115,018","105,889","9,129",7.9%,Merced County,Central Valley
"Merced, CA MSA",2022,April,"115,087","106,128","8,959",7.8%,Merced County,Central Valley
"Merced, CA MSA",2022,May,"115,220","106,357","8,863",7.7%,Merced County,Central Valley
"Merced, CA MSA",2022,June,"115,387","106,539","8,848",7.7%,Merced County,Central Valley
"Merced, CA MSA",2022,July,"115,572","106,655","8,917",7.7%,Merced County,Central Valley
"Merced, CA MSA",2022,August,"115,724","106,691","9,033",7.8%,Merced County,Central Valley
"Merced, CA MSA",2022,September,"115,819","106,659","9,160",7.9%,Merced County,Central Valley
"Merced, CA MSA",2022,October,"115,915","106,606","9,309",8.0%,Merced County,Central Valley
"Merced, CA MSA",2022,November,"116,075","106,598","9,477",8.2%,Merced County,Central Valley
"Merced, CA MSA",2022,December,"116,363","106,706","9,657",8.3%,Merced County,Central Valley
"Merced, CA MSA",2023,January,"116,778","106,924","9,854",8.4%,Merced County,Central Valley
"Merced, CA MSA",2023,February,"117,267","107,209","10,058",8.6%,Merced County,Central Valley
"Merced, CA MSA",2023,March,"117,781","107,525","10,256",8.7%,Merced County,Central Valley
"Merced, CA MSA",2023,April,"118,279","107,846","10,433",8.8%,Merced County,Central Valley
"Merced, CA MSA",2023,May,"118,732","108,141","10,591",8.9%,Merced County,Central Valley
"Merced, CA MSA",2023,June,"119,139","108,419","10,720",9.0%,Merced County,Central Valley
"Merced, CA MSA",2023,July,"119,472","108,643","10,829",9.1%,Merced County,Central Valley
"Merced, CA MSA",2023,August,"119,701","108,772","10,929",9.1%,Merced County,Central Valley
"Merced, CA MSA",2023,September,"119,792","108,766","11,026",9.2%,Merced County,Central Valley
"Merced, CA MSA",2023,October,"119,721","108,606","11,115",9.3%,Merced County,Central Valley
"Merced, CA MSA",2023,November,"119,566","108,365","11,201",9.4%,Merced County,Central Valley
"Merced, CA MSA",2023,December,"119,414","108,125","11,289",9.5%,Merced County,Central Valley
"Merced, CA MSA",2024,January,"119,309","107,940","11,369",9.5%,Merced County,Central Valley
"Merced, CA MSA",2024,February,"119,328","107,871","11,457",9.6%,Merced County,Central Valley
"Merced, CA MSA",2024,March,"119,505","107,937","11,568",9.7%,Merced County,Central Valley
"Merced, CA MSA",2024,April,"119,807","108,120","11,687",9.8%,Merced County,Central Valley
"Merced, CA MSA",2024,May,"120,137","108,340","11,797",9.8%,Merced County,Central Valley
"Merced, CA MSA",2024,June,"120,408","108,520","11,888",9.9%,Merced County,Central Valley
"Merced, CA MSA",2024,July,"120,668","108,715","11,953",9.9%,Merced County,Central Valley
"Merced, CA MSA",2024,August,"120,934","108,952","11,982",9.9%,Merced County,Central Valley
"Merced, CA MSA",2024,September,"121,201","109,221","11,980",9.9%,Merced County,Central Valley
"Merced, CA MSA",2024,October,"121,432","109,472","11,960",9.8%,Merced County,Central Valley
"Merced, CA MSA",2024,November,"121,501","109,557","11,944",9.8%,Merced County,Central Valley
"Merced, CA MSA",2024,December,"121,486","109,548","11,938",9.8%,Merced County,Central Valley
"Merced, CA MSA",2025,January,"122,006","110,102","11,904",9.8%,Merced County,Central Valley
"Merced, CA MSA",2025,February,"122,467","110,634","11,833",9.7%,Merced County,Central Valley
"Merced, CA MSA",2025,March,"123,010","111,174","11,836",9.6%,Merced County,Central Valley
"Merced, CA MSA",2025,April,"123,519","111,625","11,894",9.6%,Merced County,Central Valley
"Merced, CA MSA",2025,May,"124,031","111,996","12,035",9.7%,Merced County,Central Valley
"Merced, CA MSA",2025,June,"124,282","112,065","12,217",9.8%,Merced County,Central Valley
"Modesto, CA MSA",2015,January,"240,748","216,238","24,510",10.2%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,February,"240,961","216,783","24,178",10.0%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,March,"241,094","217,198","23,896",9.9%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,April,"241,159","217,543","23,616",9.8%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,May,"241,128","217,815","23,313",9.7%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,June,"240,968","217,975","22,993",9.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,July,"240,760","218,083","22,677",9.4%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,August,"240,645","218,247","22,398",9.3%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,September,"240,663","218,520","22,143",9.2%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,October,"240,908","218,973","21,935",9.1%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,November,"241,372","219,555","21,817",9.0%,Stanislaus County,Central Valley
"Modesto, CA MSA",2015,December,"241,913","220,169","21,744",9.0%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,January,"242,381","220,703","21,678",8.9%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,February,"242,733","221,119","21,614",8.9%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,March,"242,958","221,441","21,517",8.9%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,April,"243,110","221,735","21,375",8.8%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,May,"243,311","222,107","21,204",8.7%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,June,"243,590","222,580","21,010",8.6%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,July,"243,922","223,090","20,832",8.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,August,"244,200","223,477","20,723",8.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,September,"244,302","223,614","20,688",8.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,October,"244,157","223,492","20,665",8.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,November,"243,802","223,235","20,567",8.4%,Stanislaus County,Central Valley
"Modesto, CA MSA",2016,December,"243,444","223,066","20,378",8.4%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,January,"243,227","223,120","20,107",8.3%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,February,"243,178","223,418","19,760",8.1%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,March,"243,287","223,892","19,395",8.0%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,April,"243,524","224,472","19,052",7.8%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,May,"243,738","225,024","18,714",7.7%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,June,"243,821","225,445","18,376",7.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,July,"243,773","225,724","18,049",7.4%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,August,"243,665","225,945","17,720",7.3%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,September,"243,587","226,196","17,391",7.1%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,October,"243,544","226,475","17,069",7.0%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,November,"243,493","226,726","16,767",6.9%,Stanislaus County,Central Valley
"Modesto, CA MSA",2017,December,"243,472","226,985","16,487",6.8%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,January,"243,594","227,336","16,258",6.7%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,February,"243,943","227,835","16,108",6.6%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,March,"244,356","228,343","16,013",6.6%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,April,"244,642","228,709","15,933",6.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,May,"244,775","228,914","15,861",6.5%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,June,"244,773","229,001","15,772",6.4%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,July,"244,652","229,011","15,641",6.4%,Stanislaus County,Central Valley
"Modesto, CA MSA",2018,August,"244,503","228,975","15,528",6.4%,Stanislaus County,Central Valley
